id,Model,Version release date,Link,Notes,Hugging Face developer id,Display name,Knowledge cutoff date,Description,Official release,Unique display name,ML Models,ML Models 2,ML Models 3,Model publication date,API prices,API Prices (new),Model aggregation,Model aggregation date,ML Models copy,ML Models copy
chatgpt-4o-03-27-2025,GPT-4o,2025-03-27,,"Inferred from release notes, OpenAI API currently doesn't specify specific dates.
This model appears to be called ChatGPT-4o by OpenAI, and chatgpt-4o-latest has a knowledge cutoff date of September 30, 2023, according to Chttps://platform.openai.com/docs/models/chatgpt-4o-latest",,,2023-09-30,"A version of GPT-4o that was behind the ChatGPT interface, released in March 2025.",,ChatGPT-4o (Mar 2025),,,,2024-05-13,,,GPT-4o (Mar 2025),,,GPT-4o
Qwen3-235B-A22B,Qwen3-235B-A22B,2025-04-29,https://huggingface.co/Qwen/Qwen3-235B-A22B,,Qwen,,,,,Qwen3 (Apr 2025),,,,2025-04-29,,,,2025-04-28,,Qwen3-235B-A22B
Qwen3-30B-A3B,Qwen3-30B-A3B,2025-04-29,https://huggingface.co/Qwen/Qwen3-30B-A3B,,Qwen,,,,,Qwen3-30B-A3B,,,,2025-04-29,,"Qwen3-30B-A3B_2026-03-05_Cloudflare,Qwen3-30B-A3B_2026-03-05_AtlasCloud,Qwen3-30B-A3B_2026-03-05_SiliconFlow,Qwen3-30B-A3B_2026-03-05_Nebius,Qwen3-30B-A3B_2026-03-05_Alibaba,Qwen3-30B-A3B_2026-03-05_DeepInfra,Qwen3-30B-A3B_2026-03-05_Novita,Qwen3-30B-A3B_2026-03-05_Alibaba,Qwen3-30B-A3B_2026-03-05_NextBit,Qwen3-30B-A3B_2026-03-05_Friendli",,2025-04-28,,Qwen3-30B-A3B
gemini-2.5-flash-preview-04-17 (16K thinking),Gemini 2.5 Flash,2025-04-17,https://developers.googleblog.com/en/start-building-with-gemini-25-flash/,"Knowledge cutoff date should be January 1, 2025, according to https://9to5google.com/2025/04/17/gemini-2-5-flash-preview-launch/.",,,2025-01-01,"An April 2025 preview version of Gemini 2.5 Flash, a small reasoning model in the Gemini 2.5 series from DeepMind, evaluated with up to 16,000 reasoning tokens.",,,,,,2025-04-17,,,Gemini 2.5 Flash (Apr 2025),2025-04-17,,Gemini 2.5 Flash
gemini-2.5-flash-preview-04-17 (24K thinking),Gemini 2.5 Flash,2025-04-17,https://developers.googleblog.com/en/start-building-with-gemini-25-flash/,"Knowledge cutoff date should be January 1, 2025, according to https://9to5google.com/2025/04/17/gemini-2-5-flash-preview-launch/.",,,2025-01-01,"An April 2025 preview version of Gemini 2.5 Flash, a small reasoning model in the Gemini 2.5 series from DeepMind, evaluated with up to 24,000 reasoning tokens.",,,,,,2025-04-17,,,Gemini 2.5 Flash (Apr 2025),2025-04-17,,Gemini 2.5 Flash
QwQ-32B (16K thinking),QwQ-32B,2025-03-05,https://huggingface.co/Qwen/QwQ-32B,,Qwen,,,,,QwQ 32B (16k thinking),,,,2025-03-06,,,QwQ-32B,2025-03-05,,QwQ-32B
gemini-2.5-pro-preview-05-06,Gemini 2.5 Pro (May 2025),2025-05-06,,"Knowledge cutoff date is January 1, 2025, according to https://ai.google.dev/gemini-api/docs/models.",,Gemini 2.5 Pro Preview (Jun 2025),2025-01-01,"A May 2025 preview version of Gemini 2.5 Pro, a flagship reasoning model from Google DeepMind.",,Gemini 2.5 Pro Preview (Jun 2025),,,,2025-05-06,,"gemini-2.5-pro-preview-05-06_2026-03-05_Google,gemini-2.5-pro-preview-05-06_2026-03-05_Google AI Studio,gemini-2.5-pro-preview-05-06_2026-03-05_Google",Gemini 2.5 Pro (May 2025),2025-05-06,,Gemini 2.5 Pro (May 2025)
deepseek-prover-v2,DeepSeek-Prover-V2-671B,2025-04-30,https://huggingface.co/deepseek-ai/DeepSeek-Prover-V2-671B,,deepseek-ai,,,,,DeepSeek Prover V2,,,,2025-04-30,,,,,,DeepSeek-Prover-V2-671B
glm-z1-rumination-32b-0414,GLM-Z1-Rumination-32B-0414,2025-04-14,https://huggingface.co/THUDM/GLM-Z1-Rumination-32B-0414,,THUDM,,,,,,,,,2025-04-14,,,,,,GLM-Z1-Rumination-32B-0414
llama-3.1-nemotron-70b-instruct,Llama-3.1-Nemotron-70B-Instruct,2024-12-18,https://huggingface.co/nvidia/Llama-3.1-Nemotron-70B-Instruct,"Knowledge cutoff date is December 1, 2023, according to https://catalog.ngc.nvidia.com/orgs/nvidia/teams/nemo/models/llama-3_1-70b-instruct-nemo.",nvidia,,2023-12-01,,,,,,,2024-10-12,,llama-3.1-nemotron-70b-instruct_2026-03-05_DeepInfra,,,,Llama-3.1-Nemotron-70B-Instruct
phi-4-reasoning-plus,Phi-4-Reasoning-plus,2025-04-30,https://huggingface.co/microsoft/Phi-4-reasoning-plus,,microsoft,,,,,,,,,2025-04-30,,,,,,Phi-4-Reasoning-plus
mistral-medium-2505,Mistral Medium 3,2025-05-07,,,,,,A 2025 language model from Mistral.,,,,,,2025-05-07,,mistral-medium-2505_2026-03-05_Mistral,,,,Mistral Medium 3
Qwen3-32B,Qwen3-32B,2025-04-29,https://huggingface.co/Qwen/Qwen3-32B,,Qwen,,,The 32 billion-parameter model in the Qwen 3 series.,,Qwen3 32B,,,,2025-04-29,,"Qwen3-32B_2026-03-05_Chutes,Qwen3-32B_2026-03-05_DeepInfra,Qwen3-32B_2026-03-05_Nebius,Qwen3-32B_2026-03-05_Novita,Qwen3-32B_2026-03-05_AtlasCloud,Qwen3-32B_2026-03-05_Alibaba,Qwen3-32B_2026-03-05_SiliconFlow,Qwen3-32B_2026-03-05_Groq,Qwen3-32B_2026-03-05_SambaNova",,2025-04-28,,Qwen3-32B
ml-elephant,,,https://zoo.dev/machine-learning-api,,,Zoo Ml-Ephant,,,,,,,,,,,,,,
grok-3-mini-beta_medium,Grok-3 mini,2025-04-09,,,,,,"A beta release of a smaller version of XAI's third generation Grok model, evaluated with medium reasoning effort.",,,,,,2025-02-19,,"grok-3-mini-beta_medium_2026-03-05_xAI,grok-3-mini-beta_medium_2026-03-05_xAI",,,,Grok-3 mini
gemini-2.5-pro-preview-03-25,Gemini 2.5 Pro (Mar 2025),2025-03-31,,"Knowledge cutoff date is January 1, 2025, according to https://web.archive.org/web/20250000000000*/https://developer.box.com/guides/box-ai/ai-models/google-gemini-1-5-flash-001-model-card/.

Release date from Google Cloud Model Garden: https://console.cloud.google.com/vertex-ai/publishers/google/model-garden/gemini-2.5-pro",,Gemini 2.5 Pro Preview (Mar 2025),2025-01-01,"A March 2025 preview version of Gemini 2.5 Pro, Google DeepMind's flagship model.",,Gemini 2.5 Pro Preview (Mar 2025),,,,2025-03-25,,,Gemini 2.5 Pro (Mar 2025),,,Gemini 2.5 Pro (Mar 2025)
Pixtral-12B-2409,Pixtral 12B,2024-09-17,https://huggingface.co/mistralai/Pixtral-12B-2409,,mistralai,,,,,,,,,2024-09-17,,,,,,Pixtral 12B
claude-3-7-sonnet-20250219_15K,Claude 3.7 Sonnet,2025-02-24,,"Knowledge cutoff date is likely November 1, 2024, the same as that of claude-3-7-sonnet-20250219, according to https://docs.anthropic.com/en/docs/about-claude/models/overview.",,Claude 3.7 Sonnet (15k thinking),2024-11-01,"A previous flagship reasoning model from Anthropic, benchmarked with up to 15,000 reasoning tokens allowed.",,Claude 3.7 Sonnet (15k thinking),,,,2025-02-24,,claude-3-7-sonnet-20250219_15K_2026-03-05_Google,,,,Claude 3.7 Sonnet
gemini-2.5-flash-preview-05-20,Gemini 2.5 Flash,2025-05-20,,"Knowledge cutoff date is January 1, 2025, according to https://ai.google.dev/gemini-api/docs/models.",,,2025-01-01,"The May 2025 preview version of Gemini 2.5 Flash, a small reasoning model from Google DeepMind's Gemini 2.5 series.",,,,,,2025-04-17,,,Gemini 2.5 Flash (May 2025),2025-05-20,,Gemini 2.5 Flash
claude-opus-4-20250514,Claude Opus 4,2025-05-22,,,,Claude Opus 4,,Anthropic's largest model in the Claude 4 series (superseded by Claude Opus 4.1).,,Claude Opus 4,,,,2025-05-22,,"claude-opus-4-20250514_2026-03-05_Amazon Bedrock,claude-opus-4-20250514_2026-03-05_Google,claude-opus-4-20250514_2026-03-05_Google,claude-opus-4-20250514_2026-03-05_Anthropic",,,,Claude Opus 4
claude-sonnet-4-20250514,Claude Sonnet 4,2025-05-22,,,,,,Anthropic's mid-sized version of Claude 4 series of reasoning models.,,Claude Sonnet 4,,,,2025-05-22,,"claude-sonnet-4-20250514_2026-03-05_Google,claude-sonnet-4-20250514_2026-03-05_Google,claude-sonnet-4-20250514_2026-03-05_Anthropic,claude-sonnet-4-20250514_2026-03-05_Amazon Bedrock,claude-sonnet-4-20250514_2026-03-05_Google",,,,Claude Sonnet 4
claude-opus-4-20250514_32K,Claude Opus 4,2025-05-22,,,,Claude Opus 4,,"Anthropic's largest model in the Claude 4 series (superseded by Claude Opus 4.1), benchmarked with up to 32,000 reasoning tokens.",,Claude Opus 4 (32k thinking),,,,2025-05-22,,"claude-opus-4-20250514_32K_2026-03-05_Amazon Bedrock,claude-opus-4-20250514_32K_2026-03-05_Google,claude-opus-4-20250514_32K_2026-03-05_Google,claude-opus-4-20250514_32K_2026-03-05_Anthropic",,,,Claude Opus 4
claude-sonnet-4-20250514_64K,Claude Sonnet 4,2025-05-22,,,,,,"Anthropic's mid-sized model in the Claude 4 series, benchmarked with up to 64,000 reasoning tokens.",,Claude Sonnet 4 (64k thinking),,,,2025-05-22,,"claude-sonnet-4-20250514_64K_2026-03-05_Google,claude-sonnet-4-20250514_64K_2026-03-05_Google,claude-sonnet-4-20250514_64K_2026-03-05_Anthropic,claude-sonnet-4-20250514_64K_2026-03-05_Amazon Bedrock,claude-sonnet-4-20250514_64K_2026-03-05_Google",,,,Claude Sonnet 4
claude-sonnet-4-20250514_16K,Claude Sonnet 4,2025-05-22,,,,,,"Anthropic's mid-sized model in the Claude 4 series, benchmarked with up to 16,000 reasoning tokens.",,Claude Sonnet 4 (16k thinking),,,,2025-05-22,,"claude-sonnet-4-20250514_16K_2026-03-05_Google,claude-sonnet-4-20250514_16K_2026-03-05_Google,claude-sonnet-4-20250514_16K_2026-03-05_Anthropic,claude-sonnet-4-20250514_16K_2026-03-05_Amazon Bedrock,claude-sonnet-4-20250514_16K_2026-03-05_Google",,,,Claude Sonnet 4
claude-opus-4-20250514_16K,Claude Opus 4,2025-05-22,,,,Claude Opus 4,,"Anthropic's largest model in the Claude 4 series (superseded by Claude Opus 4.1), benchmarked with up to 16,000 reasoning tokens.",,Claude Opus 4 (16k thinking),,,,2025-05-22,,"claude-opus-4-20250514_16K_2026-03-05_Amazon Bedrock,claude-opus-4-20250514_16K_2026-03-05_Google,claude-opus-4-20250514_16K_2026-03-05_Google,claude-opus-4-20250514_16K_2026-03-05_Anthropic",,,,Claude Opus 4
claude-sonnet-4-20250514_32K,Claude Sonnet 4,2025-05-22,,,,,,"Anthropic's mid-sized model in the Claude 4 series, benchmarked with up to 32,000 reasoning tokens.",,Claude Sonnet 4 (32k thinking),,,,2025-05-22,,"claude-sonnet-4-20250514_32K_2026-03-05_Google,claude-sonnet-4-20250514_32K_2026-03-05_Google,claude-sonnet-4-20250514_32K_2026-03-05_Anthropic,claude-sonnet-4-20250514_32K_2026-03-05_Amazon Bedrock,claude-sonnet-4-20250514_32K_2026-03-05_Google",,,,Claude Sonnet 4
claude-sonnet-4-20250514_59K,Claude Sonnet 4,2025-05-22,,,,,,"Anthropic's mid-sized model in the Claude 4 series, benchmarked with up to 59,000 reasoning tokens.",,Claude Sonnet 4 (59k thinking),,,,2025-05-22,,"claude-sonnet-4-20250514_59K_2026-03-05_Google,claude-sonnet-4-20250514_59K_2026-03-05_Google,claude-sonnet-4-20250514_59K_2026-03-05_Anthropic,claude-sonnet-4-20250514_59K_2026-03-05_Amazon Bedrock,claude-sonnet-4-20250514_59K_2026-03-05_Google",,,,Claude Sonnet 4
claude-opus-4-20250514_27K,Claude Opus 4,2025-05-22,,,,Claude Opus 4,,"Anthropic's largest model in the Claude 4 series (superseded by Claude Opus 4.1), benchmarked with up to 27,000 reasoning tokens.",,Claude Opus 4 (27k thinking),,,,2025-05-22,,"claude-opus-4-20250514_27K_2026-03-05_Amazon Bedrock,claude-opus-4-20250514_27K_2026-03-05_Google,claude-opus-4-20250514_27K_2026-03-05_Google,claude-opus-4-20250514_27K_2026-03-05_Anthropic",,,,Claude Opus 4
Llama-2-7b,Llama 2-7B,2023-07-18,,,meta-llama,,,Meta's 7 billion-parameter model in the Llama 2 series of open source models.,,,,,,2023-07-18,,,,,,Llama 2-7B
Llama-2-13b,Llama 2-13B,2023-07-18,,,meta-llama,,,Meta's 13 billion-parameter model in the Llama 2 series of open source models.,,,,,,2023-07-18,,,,,,Llama 2-13B
gemma-2b,Gemma 2B,2024-02-21,,,google,,,Google's 2 billion-parameter model in the Gemma series of open source models.,,,,,,2024-02-21,,,,,,Gemma 2B
gemma-7b,Gemma 7B,2024-02-21,,,google,,,Google's 7 billion-parameter model in the Gemma series of open source models.,,,,,,2024-02-21,,,,,,Gemma 7B
Yi-6B,Yi 6B,2023-11-02,https://huggingface.co/01-ai/Yi-6B,,01-ai,,,,,Yi-6B (chat),,,,2023-11-02,,,,,,Yi 6B
claude-1.3,Claude 1.3,2023-04-18,https://x.com/AnthropicAI/status/1648353600350060545,,,,,An updated version of Anthropic's first generation Claude model.,,,,,,2023-04-18,,,,,,Claude 1.3
qwen1.5-32B,Qwen1.5-32B,2024-02-04,https://huggingface.co/Qwen/Qwen1.5-32B,,Qwen,,,A 32 billion-parameter model in the Qwen 1.5 series.,,Qwen1.5-32B,,,,2024-02-05,,,,,,Qwen1.5-32B
qwen1.5-14B,Qwen1.5-14B,2024-02-04,https://huggingface.co/Qwen/Qwen1.5-14B,,Qwen,,,A 14 billion-parameter model in the Qwen 1.5 series.,,Qwen1.5-14B,,,,2024-02-04,,,,,,Qwen1.5-14B
mistral-medium-2312,Mistral Medium,2023-12-11,https://mistral.ai/news/la-plateforme,,,,,A 2023 version of a Mistral language model.,,,,,,2023-12-11,,,,,,Mistral Medium
mistral-small-2402,,2024-02-26,,,,,,A 2024 version of a Mistral language model.,,,,,,,,,,,,
Qwen1.5-7B,Qwen1.5-7B,2024-02-04,,,Qwen,,,A 7 billion-parameter model in the Qwen 1.5 series.,,Qwen1.5-7B,,,,2024-02-04,,,,,,Qwen1.5-7B
Llama-2-70b-hf ,Llama 2-70B,2023-07-18,https://huggingface.co/meta-llama/Llama-2-7b,,meta-llama,,,A chat-optimized of a 70 billion-parameter model in the Llama 2 series.,,,,,,2023-07-18,,,,,,Llama 2-70B
DeepSeek-R1-0528,DeepSeek-R1 (May 2025),2025-05-28,,,deepseek-ai,DeepSeek-R1 (May 2025),,"An updated May 2025 version of DeepSeek's reasoning model, R1.",,DeepSeek-R1 (May 2025),,,,2025-05-28,,"DeepSeek-R1-0528_2026-03-05_Chutes,DeepSeek-R1-0528_2026-03-05_DeepInfra,DeepSeek-R1-0528_2026-03-05_SiliconFlow,DeepSeek-R1-0528_2026-03-05_AtlasCloud,DeepSeek-R1-0528_2026-03-05_Novita,DeepSeek-R1-0528_2026-03-05_Nebius,DeepSeek-R1-0528_2026-03-05_Crusoe,DeepSeek-R1-0528_2026-03-05_Nebius,DeepSeek-R1-0528_2026-03-05_Hyperbolic,DeepSeek-R1-0528_2026-03-05_Together,DeepSeek-R1-0528_2026-03-05_SambaNova",,,,DeepSeek-R1 (May 2025)
Qwen2.5-Coder-0.5B,,2024-09-18,https://huggingface.co/Qwen/Qwen2.5-Coder-0.5B,,Qwen,,,Qwen's 500 million-parameter model in the Qwen 2.5 Coder series of open source models.,,,,,,,,,,,,
Qwen2.5-Coder-1.5B,Qwen2.5-Coder (1.5B),2024-09-18,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B,,Qwen,,,Qwen's 1.5 billion-parameter model in the Qwen 2.5 Coder series of open source models.,,Qwen2.5-Coder-1.5B,,,,2024-09-18,,,,,,Qwen2.5-Coder (1.5B)
Qwen2.5-Coder-3B,,2024-09-18,https://huggingface.co/Qwen/Qwen2.5-Coder-3B,,Qwen,,,Qwen's 3 billion-parameter model in the Qwen 2.5 Coder series of open source models.,,,,,,,,,,,,
Qwen2.5-Coder-7B,Qwen2.5-Coder (7B),2024-09-18,https://huggingface.co/Qwen/Qwen2.5-Coder-7B,,Qwen,,,Qwen's 7 billion-parameter model in the Qwen 2.5 Coder series of open source models.,,Qwen2.5-Coder-7B,,,,2024-09-18,,,,2024-09-18,,Qwen2.5-Coder (7B)
Qwen2.5-Coder-14B,,2024-09-18,https://huggingface.co/Qwen/Qwen2.5-Coder-14B,,Qwen,,,Qwen's 14 billion-parameter model in the Qwen 2.5 Coder series of open source models.,,,,,,,,,,,,
Qwen2.5-Coder-32B,Qwen2.5-Coder (32B),2024-09-18,https://huggingface.co/Qwen/Qwen2.5-Coder-32B,,Qwen,,,Qwen's 32 billion-parameter model in the Qwen 2.5 Coder series of open source models.,,Qwen2.5-Coder-32B,,,,2024-11-12,,,Qwen2.5-Coder-32B,2024-09-18,,Qwen2.5-Coder (32B)
Qwen-7B,Qwen-7B,2023-09-28,https://huggingface.co/Qwen/Qwen-7B,,Qwen,,,Qwen's 7 billion-parameter model in the original Qwen series.,,Qwen-7B,,,,2023-09-28,,,,,,Qwen-7B
Qwen-14B,Qwen-14B,2023-09-28,https://huggingface.co/Qwen/Qwen-14B,,Qwen,,,Qwen's 14 billion-parameter model in the original Qwen series.,,Qwen-14B,,,,2023-09-28,,,,2023-09-24,,Qwen-14B
Qwen-1_8B,,2023-11-30,,,Qwen,Qwen-1.8B,,Qwen's 1.8 billion-parameter model in the original Qwen series.,,,,,,,,,,,,
PaLM 540B,PaLM (540B),2022-04-04,,,,,,Google's largest model in the PaLM series.,,,,,,2022-04-04,,,,,,PaLM (540B)
LLaMA-7B,LLaMA-7B,2023-02-24,,,,,,Meta's smallest model in the original Llama series.,,,,,,2023-02-24,,,,,,LLaMA-7B
LLaMA-13B,LLaMA-13B,2023-02-24,,,,,,Meta's 13 billion-parameter model in the original Llama series.,,,,,,2023-02-27,,,,,,LLaMA-13B
LLaMA-33B,LLaMA-33B,2023-02-24,,,,,,Meta's 33 billion-parameter model in the original Llama series,,,,,,2023-02-27,,,,,,LLaMA-33B
LLaMA-65B,LLaMA-65B,2023-02-24,,,,,,Meta's largest model in the original Llama series.,,,,,,2023-02-24,,,,,,LLaMA-65B
Llama-2-34b,Llama 2-34B,2023-07-18,,,,,,Meta's 34 billion-parameter model in the Llama 2 series.,,,,,,2023-07-18,,,,,,Llama 2-34B
PaLM 62B,,2022-04-04,,"Unreleased, stand-in necessary for benchmarking",,,,Google's 62 billion-parameter model in the PaLM series.,,,,,,,,,,,,
Meta-Llama-3-8B,Llama 3-8B,2024-04-18,,,meta-llama,,,Meta's 8 billion-parameter model in the Llama 3 series.,,,,,,2024-04-18,,,,,,Llama 3-8B
Meta-Llama-3-70B,Llama 3-70B,2024-04-18,,,meta-llama,,,Meta's 70 billion-parameter model in the Llama 3 series.,,,,,,2024-04-18,,,,,,Llama 3-70B
PaLM 2-S,,2023-05-17,,,,,,DeepMind's smallest model in the PaLM 2 series.,,,,,,,,,,,,
PaLM 2-M,,2023-05-17,,,,,,DeepMind's mid-sized model in the PaLM 2 series.,,,,,,,,,,,,
PaLM 2-L,,2023-05-17,,,,,,DeepMind's largest model in the PaLM 2 series.,,,,,,,,,,,,
Gopher (280B),Gopher (280B),2021-12-08,,,,,,A 280 billion-parameter model from DeepMind in 2021.,,,,,,2021-12-08,,,,,,Gopher (280B)
Chinchilla (70B),Chinchilla,2022-03-29,https://arxiv.org/abs/2203.15556,"Unreleased, stand-in necessary for benchmarking",,,,,,Chinchilla,,,,2022-03-29,,,,,,Chinchilla
Qwen2.5-72B,Qwen2.5-72B,2024-09-19,https://huggingface.co/Qwen/Qwen2.5-72B,,,,,A 72 billion-parameter model in the Qwen 2.5 series.,,Qwen2.5-72B,,,,2024-09-19,,,,,,Qwen2.5-72B
claude-3-7-sonnet-20250219_12K,Claude 3.7 Sonnet,2025-02-24,,,,Claude 3.7 Sonnet (12k thinking),,"A previous flagship reasoning model from Anthropic, benchmarked with up to 12,000 reasoning tokens allowed.",,Claude 3.7 Sonnet (12k thinking),,,,2025-02-24,,claude-3-7-sonnet-20250219_12K_2026-03-05_Google,,,,Claude 3.7 Sonnet
grok-3,Grok 3,2025-04-09,,,,,,XAI's third generation flagship model.,,Grok 3,,,,2025-02-17,,"grok-3_2026-03-05_xAI,grok-3_2026-03-05_xAI",,,,Grok 3
gemini-2.5-flash-preview-05-20_23K,Gemini 2.5 Flash,2025-05-20,,,,,,"A May 2025 preview version of Gemini 2.5 Flash, a small model in Google DeepMind's Gemini 2.5 series, evaluated with up to 23,000 reasoning tokens.",,,,,,2025-04-17,,,Gemini 2.5 Flash (May 2025),2025-05-20,,Gemini 2.5 Flash
chutes/Qwen3-14B,Qwen3-14B,2025-04-28,https://chutes.ai/app/chute/d0cbdf3d-050a-5432-97d2-ea99277d7934,,,,,,,Qwen3 14B,,,,2025-04-29,,"chutes/Qwen3-14B_2026-03-05_NextBit,chutes/Qwen3-14B_2026-03-05_DeepInfra,chutes/Qwen3-14B_2026-03-05_Alibaba",,,,Qwen3-14B
chutes/Qwen3-8B,Qwen3-8B,2025-04-28,https://chutes.ai/app/chute/aa9579f7-ac87-53d3-b23c-4fa97a64574d,,,,,,,Qwen3 8B (Chutes),,,,2025-04-29,,"chutes/Qwen3-8B_2026-03-05_AtlasCloud,chutes/Qwen3-8B_2026-03-05_Alibaba",,,,Qwen3-8B
chutes/Qwen3-32B,Qwen3-32B,2025-04-28,https://chutes.ai/app/chute/0d7184a2-32a3-53e0-9607-058c37edaab5,,,,,,,Qwen3 32B (Chutes),,,,2025-04-29,,,,2025-04-28,,Qwen3-32B
chutes/Gemma-3-27b-It,Gemma 3 27B,2025-03-11,https://chutes.ai/app/chute/16f41e4f-f2ca-5580-a0a6-46727ae4c212,,,,,,,Gemma-3-27b-it (Chutes),,,,2025-03-12,,,,,,Gemma 3 27B
chutes/Qwen3-235B-A22B,Qwen3-235B-A22B,2025-04-28,https://chutes.ai/app/chute/46533f4b-b572-52e6-8a84-1615fcdcd12c,,,,,,,Qwen3 (Apr 2025) (Chutes),,,,2025-04-29,,,,2025-04-28,,Qwen3-235B-A22B
chutes/QwQ-32B,QwQ-32B,2025-03-05,https://chutes.ai/app/chute/2291db94-1463-5bb3-af2b-72c8d254ee9c,,,,,,,QwQ 32B (Chutes),,,,2025-03-06,,,QwQ-32B,2025-03-05,,QwQ-32B
chutes/DeepSeek-R1-0528,DeepSeek-R1 (May 2025),2025-05-28,https://chutes.ai/app/chute/14a91d88-d6d6-5046-aaf4-eb3ad96b7247,,,DeepSeek-R1 (May 2025),,,,DeepSeek-R1 (May 2025) (Chutes),,,,2025-05-28,,,,,,DeepSeek-R1 (May 2025)
chutes/DeepSeek-V3-0324,DeepSeek-V3 (Mar 2025),2025-03-24,https://chutes.ai/app/chute/154ad01c-a431-5744-83c8-651215124360?tab=stats,,,DeepSeek-V3 (Mar 2025),,,,DeepSeek-V3 (Mar 2025) (Chutes),,,,2025-03-24,,,,,,DeepSeek-V3 (Mar 2025)
chutes/Qwen3-30B-A3B,Qwen3-30B-A3B,2025-04-28,https://chutes.ai/app/chute/96b5aab1-6a45-578b-8897-6f927b3aa87f,,,,,,,Qwen3-30B-A3B (Chutes),,,,2025-04-29,,"chutes/Qwen3-30B-A3B_2026-03-05_Cloudflare,chutes/Qwen3-30B-A3B_2026-03-05_AtlasCloud,chutes/Qwen3-30B-A3B_2026-03-05_SiliconFlow,chutes/Qwen3-30B-A3B_2026-03-05_Nebius,chutes/Qwen3-30B-A3B_2026-03-05_Alibaba",,2025-04-28,,Qwen3-30B-A3B
chutes/Llama-4-Maverick-17B-128E-Instruct,Llama 4 Maverick,2025-04-06,https://chutes.ai/app/chute/f85b3111-daca-565a-a0f0-2d222abc0e16,,,,,,,Llama 4 Maverick (128 experts) (Chutes),,,,2025-04-05,,,,,,Llama 4 Maverick
chutes/Llama-4-Scout-17B-16E Instruct,Llama 4 Scout,2025-04-06,https://chutes.ai/app/chute/aaa8ef8d-e681-5c50-9bef-5cfaf33fd164?tab=stats,,,,,,,Llama 4 Maverick (16 experts) (Chutes),,,,2025-04-05,,,,2025-04-05,,Llama 4 Scout
qwen3-235b-a22b,Qwen3-235B-A22B,2025-04-29,,,,,,,,Qwen3 (Apr 2025),,,,2025-04-29,,qwen3-235b-a22b_2026-03-05_Alibaba,,2025-04-28,,Qwen3-235B-A22B
computer-use-preview-2025-03-11,,2025-03-11,https://platform.openai.com/docs/models/computer-use-preview,,,,,,,,,,,,,,,,,
gemini-2.5-pro-preview-06-05,Gemini 2.5 Pro (Jun 2025),2025-06-05,,,,Gemini 2.5 Pro Preview (Jun 2025),,"A June 2025 preview version of Gemini 2.5 Pro, Google DeepMind's flagship frontier model.",,Gemini 2.5 Pro Preview (Jun 2025),,,,2025-06-05,,,Gemini 2.5 Pro (Jun 2025),2025-06-05,,Gemini 2.5 Pro (Jun 2025)
magistral-medium-2506,Magistral Medium 1.1,2025-06-10,,,,,,,,,,,,2025-06-10,,,,,,Magistral Medium 1.1
magistral-small-2506,Magistral Small 1.0,2025-06-10,,,,,,,,,,,,2025-06-10,,,,,,Magistral Small 1.1
Llama-3.1-405B,Llama 3.1-405B,2024-07-23,https://huggingface.co/meta-llama/Llama-3.1-405B,,meta-llama,,,The 405 billion-parameter model in Meta’s LLaMA 3.1 series.,,,,,,2024-07-23,,Llama-3.1-405B_2026-03-05_Hyperbolic,,,,Llama 3.1-405B
Yi-9B,,2024-03-01,https://huggingface.co/01-ai/Yi-9B,,01-ai,,,,,,,,,,,,,,,
